student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
489291,11.6,80.6,4.1,76.2,B
746892,15.2,87.6,4.4,96.4,A
60426,13.5,88.8,5.2,67.8,C
852055,10.2,83.5,5.7,89.6,A
398712,16.0,98.4,4.8,100.0,A
441904,8.8,88.8,5.9,77.0,B
736864,12.9,91.5,5.5,87.5,A
450051,4.3,90.4,0.0,46.2,D
783303,16.0,79.6,7.6,68.5,C
990101,5.9,85.0,4.8,71.5,B
910862,10.9,85.6,7.9,87.3,A
203767,16.0,93.5,5.0,94.4,A
958980,16.0,90.3,7.6,100.0,A
756920,9.6,100.0,10.0,82.6,B
220794,16.0,80.6,5.9,100.0,A
246490,10.6,92.7,6.8,68.7,C
104202,7.2,90.0,4.0,74.4,B
43901,13.9,75.9,9.0,87.5,A
463476,16.0,78.9,10.0,100.0,A
15027,15.7,75.2,3.5,84.4,B
671106,16.0,91.9,5.7,100.0,A
46483,7.5,68.3,6.3,92.9,A
45454,16.0,91.3,2.6,100.0,A
440814,9.3,81.0,6.3,81.6,B
476756,8.2,73.0,6.0,56.9,C
493284,16.0,85.1,1.8,77.9,B
311913,16.0,91.6,4.6,100.0,A
694306,16.0,89.1,5.5,88.7,A
10788,14.4,84.9,4.5,83.4,B
951441,16.0,74.4,6.1,100.0,A
250813,11.1,72.7,5.2,70.8,B
234996,8.4,97.0,6.0,73.7,B
830280,6.0,72.6,3.4,56.1,C
188735,13.2,89.7,8.5,77.0,B
257104,16.0,82.0,4.3,100.0,A
384737,16.0,73.0,5.4,100.0,A
203338,5.3,81.9,6.6,65.6,C
112502,7.9,97.5,6.0,81.1,B
703029,7.8,77.7,2.8,72.8,B
478022,16.0,72.8,5.1,100.0,A
678022,7.2,83.5,4.1,65.7,C
370778,16.0,83.2,6.5,100.0,A
775780,16.0,74.0,7.7,100.0,A
776951,14.3,76.9,4.0,87.8,A
336406,16.0,84.4,5.0,92.9,A
426548,12.6,100.0,2.4,82.6,B
482580,13.4,75.6,4.1,80.1,B
851263,16.0,81.0,10.0,85.1,A
189059,16.0,81.6,0.0,75.3,B
434094,6.4,80.1,5.3,69.9,C
801020,16.0,87.8,5.3,82.8,B
198581,16.0,79.6,6.6,90.9,A
943369,13.1,84.9,5.0,88.2,A
969467,16.0,97.7,4.8,100.0,A
808358,15.2,83.9,9.5,96.2,A
228922,16.0,83.3,7.5,91.1,A
73434,15.7,86.7,4.5,100.0,A
82968,12.5,88.1,8.0,76.8,B
973507,12.9,80.4,3.7,72.5,B
180106,9.0,67.2,8.7,56.1,C
161306,16.0,85.7,7.1,100.0,A
429902,5.2,83.6,6.8,50.9,D
268994,16.0,85.3,5.0,100.0,A
319755,13.2,84.3,8.8,85.1,A
756987,15.8,71.8,9.9,79.2,B
574293,10.8,95.5,6.1,72.5,B
142498,12.3,61.8,5.9,87.6,A
428579,5.4,98.7,5.4,71.9,B
416363,9.9,73.1,8.6,81.6,B
93059,16.0,81.8,5.1,99.0,A
309790,16.0,74.5,8.3,100.0,A
652487,16.0,87.5,7.1,94.5,A
935272,5.7,73.8,7.5,49.8,D
124022,16.0,76.4,4.0,100.0,A
757968,0.0,83.4,6.4,48.5,D
540939,7.6,72.8,4.4,68.9,C
434564,13.5,91.1,6.8,100.0,A
415117,15.0,89.3,5.9,87.7,A
615425,10.0,91.6,2.9,82.7,B
674240,5.9,87.8,8.3,56.1,C
511986,0.8,79.5,3.6,44.2,D
986800,8.0,79.1,5.4,70.1,B
729726,0.0,90.2,6.2,58.7,C
298964,12.6,83.2,7.5,70.8,B
638947,7.4,82.2,5.5,56.7,C
846762,10.4,82.7,5.8,73.7,B
506447,16.0,95.5,7.0,100.0,A
810533,16.0,66.8,5.1,100.0,A
254578,16.0,95.1,4.4,89.3,A
232955,11.7,87.9,2.6,75.4,B
157416,7.2,97.9,4.7,68.5,C
285393,16.0,75.2,2.9,100.0,A
552701,16.0,76.7,7.9,100.0,A
273317,5.2,86.6,7.9,62.0,C
293189,16.0,88.9,6.5,86.8,A
571987,10.1,77.7,4.3,77.3,B
210130,15.3,83.9,5.8,80.8,B
278963,16.0,83.2,7.1,100.0,A
66743,4.5,83.8,9.2,71.9,B
661791,16.0,85.0,7.0,76.1,B
36859,0.0,82.0,6.5,50.5,D
738967,16.0,68.8,4.2,100.0,A
463859,16.0,84.3,7.4,100.0,A
229102,16.0,86.6,10.0,100.0,A
922911,16.0,88.7,7.8,100.0,A
250343,16.0,77.6,5.5,74.1,B
753577,16.0,64.8,6.7,100.0,A
616460,16.0,100.0,7.5,85.1,A
232897,16.0,100.0,5.3,100.0,A
876087,16.0,94.2,4.6,98.1,A
318420,16.0,82.0,8.1,85.3,A
500255,16.0,100.0,6.6,93.7,A
657176,13.7,83.3,5.9,86.8,A
404972,16.0,98.9,7.1,96.5,A
477363,4.4,77.9,6.9,69.9,C
219582,12.5,73.4,4.7,84.9,B
211636,12.5,92.1,5.9,82.4,B
834382,16.0,77.7,5.1,94.4,A
764676,14.2,100.0,4.6,92.5,A
791942,16.0,72.4,5.5,87.4,A
184426,12.0,84.5,10.0,71.1,B
945548,16.0,100.0,5.8,86.7,A
679378,4.0,88.2,6.1,60.9,C
30005,16.0,86.1,5.4,97.4,A
294104,16.0,88.9,6.4,100.0,A
771656,12.8,81.2,6.9,79.9,B
343666,9.0,86.2,5.9,75.5,B
275109,0.0,78.6,3.9,49.1,D
302651,10.4,78.6,7.5,72.1,B
786183,16.0,81.8,1.2,87.9,A
926558,16.0,83.1,5.9,84.8,B
292841,5.1,94.6,5.8,66.9,C
460471,16.0,97.9,4.6,100.0,A
724263,14.2,81.8,7.6,100.0,A
374689,15.7,58.5,4.6,91.6,A
865360,16.0,88.1,5.7,100.0,A
691911,2.3,97.0,9.1,59.1,C
433974,16.0,90.8,6.7,94.6,A
355089,8.0,86.4,7.8,67.0,C
610095,10.2,78.7,3.2,86.6,A
411529,5.5,88.3,5.0,84.9,B
362351,12.0,88.8,6.6,73.1,B
792664,0.0,94.3,5.8,46.0,D
252686,16.0,86.5,7.1,92.6,A
898318,16.0,92.3,8.6,100.0,A
547586,11.2,79.8,8.0,59.7,C
435081,16.0,85.8,4.9,69.7,C
88847,16.0,85.4,8.4,79.7,B
743297,12.9,100.0,7.1,74.9,B
958881,6.5,86.5,9.8,58.3,C
166877,16.0,82.6,10.0,100.0,A
689486,15.0,91.3,6.3,80.0,B
546262,12.0,94.8,4.8,81.4,B
849890,9.9,86.2,3.7,60.6,C
920978,11.5,74.9,6.3,79.0,B
306235,6.4,89.2,5.5,62.9,C
422361,16.0,100.0,8.3,100.0,A
668745,16.0,86.4,3.3,78.0,B
675769,13.7,75.2,7.6,84.5,B
787090,1.6,100.0,8.2,61.6,C
378095,7.0,74.1,4.4,75.0,B
355874,13.7,100.0,7.3,90.4,A
188738,8.8,92.8,3.6,56.7,C
618548,5.7,83.2,3.5,58.8,C
115124,11.2,91.2,6.7,90.3,A
105157,16.0,100.0,3.2,100.0,A
93719,16.0,100.0,6.9,92.1,A
460320,9.7,93.7,8.1,77.3,B
426653,11.8,78.5,8.4,74.3,B
476177,11.1,66.0,9.3,64.7,C
840542,11.2,82.7,6.4,76.7,B
797602,15.3,71.7,8.0,71.4,B
635701,10.0,77.1,7.4,76.5,B
517386,8.6,90.0,4.5,80.5,B
343774,8.8,96.9,8.3,65.1,C
479067,16.0,92.8,6.8,97.8,A
19416,16.0,78.4,8.4,100.0,A
982085,16.0,89.1,8.0,73.7,B
683617,10.4,100.0,6.1,60.5,C
915213,6.8,81.2,8.0,73.9,B
417695,11.0,91.1,4.0,61.6,C
417954,5.9,76.3,5.3,74.8,B
835558,14.7,88.2,7.7,88.6,A
947238,16.0,95.7,3.3,100.0,A
503699,9.4,71.6,6.9,84.0,B
869189,0.0,85.7,5.5,52.7,D
25365,7.0,69.1,6.0,71.8,B
650780,16.0,91.7,5.5,100.0,A
301729,16.0,78.9,8.6,100.0,A
786605,0.0,81.3,4.6,62.2,C
44856,15.2,71.2,6.9,85.8,A
973612,16.0,89.3,5.8,97.7,A
493413,8.7,78.2,7.5,68.6,C
214541,16.0,79.4,4.1,100.0,A
825185,8.7,70.2,5.2,69.2,C
218056,9.4,73.8,9.4,80.8,B
782905,12.5,73.4,5.0,75.4,B
125457,13.4,80.7,7.1,84.3,B
505615,15.1,93.0,7.9,80.6,B
469783,16.0,92.7,7.2,100.0,A
373642,16.0,91.6,8.9,100.0,A
587397,16.0,100.0,7.4,100.0,A
807385,12.6,75.5,7.6,84.3,B
764646,6.4,90.7,3.9,74.3,B
602265,11.3,93.8,5.1,74.0,B
213410,13.4,81.2,3.1,68.2,C
881163,16.0,86.2,6.6,100.0,A
195411,16.0,100.0,7.7,100.0,A
968088,16.0,77.5,8.7,94.0,A
366921,16.0,73.9,6.3,90.4,A
656970,16.0,81.4,7.4,100.0,A
529665,8.9,75.5,2.6,91.9,A
687218,10.6,92.1,5.6,67.9,C
563087,16.0,72.7,6.6,100.0,A
256367,13.2,75.1,5.2,54.5,D
453278,16.0,90.1,8.6,100.0,A
880865,13.9,75.7,6.6,78.4,B
711135,14.8,85.2,6.7,82.1,B
704105,13.7,83.6,5.0,68.6,C
56244,16.0,81.4,9.8,100.0,A
822246,16.0,79.9,2.4,100.0,A
624760,16.0,81.3,2.5,100.0,A
530362,15.0,76.0,8.0,80.7,B
259804,14.7,89.1,8.4,84.7,B
858502,10.7,61.3,8.3,75.2,B
355001,13.8,80.0,9.4,98.5,A
523543,16.0,88.8,4.5,100.0,A
616666,7.1,81.3,3.8,49.0,D
942736,11.6,97.1,10.0,75.4,B
895212,16.0,99.5,4.5,96.7,A
533646,16.0,80.5,4.3,100.0,A
900835,14.5,73.0,6.5,88.9,A
750710,13.0,77.9,9.8,79.0,B
32446,16.0,85.4,4.8,97.4,A
629569,16.0,81.2,6.7,100.0,A
751730,12.7,99.5,5.7,65.8,C
684406,14.4,95.1,3.9,86.9,A
984543,9.0,67.3,3.4,82.0,B
398821,10.7,81.7,4.9,78.2,B
477821,6.7,89.6,7.0,73.9,B
145860,10.9,82.5,8.0,84.5,B
336067,12.2,92.1,7.0,87.9,A
298192,16.0,86.4,5.7,87.7,A
179653,9.1,76.9,9.7,83.2,B
300708,8.8,92.6,2.1,56.3,C
329169,12.9,96.5,4.9,72.3,B
865182,16.0,73.5,8.8,100.0,A
448473,16.0,80.2,8.6,100.0,A
39017,14.8,93.0,5.0,94.7,A
890141,12.7,67.9,5.6,78.0,B
846450,10.1,82.9,2.2,70.0,B
310983,15.5,74.1,8.8,85.2,A
219904,16.0,69.9,6.4,86.0,A
136768,16.0,95.7,7.5,100.0,A
647937,16.0,87.6,5.2,100.0,A
823559,8.8,100.0,6.5,73.7,B
859121,16.0,83.1,3.2,100.0,A
209809,9.7,70.9,5.5,99.1,A
581864,14.1,76.8,6.1,83.4,B
629135,0.0,100.0,5.6,59.7,C
249242,16.0,97.8,4.0,100.0,A
181882,8.7,75.4,7.5,60.3,C
833334,15.1,79.1,3.8,79.3,B
905250,11.9,95.9,6.8,96.7,A
95700,2.2,75.6,2.5,51.9,D
299975,12.8,78.0,2.8,87.9,A
168359,11.6,86.2,8.4,76.2,B
925260,10.2,89.4,6.4,80.3,B
920654,16.0,73.0,3.7,100.0,A
786057,16.0,93.1,5.7,100.0,A
966309,16.0,88.0,7.1,99.0,A
660094,14.3,89.8,2.9,79.7,B
300505,16.0,67.9,6.6,93.7,A
849003,8.4,91.2,5.6,81.8,B
381747,7.5,78.9,3.8,44.7,D
372878,16.0,87.0,7.6,100.0,A
492132,10.9,94.8,5.0,76.5,B
875035,16.0,77.9,4.2,100.0,A
652804,16.0,77.3,8.4,100.0,A
279258,16.0,85.8,3.7,88.0,A
27698,10.6,81.5,4.5,61.5,C
628855,5.5,100.0,9.3,76.3,B
158701,7.1,92.9,6.1,57.9,C
841580,16.0,90.6,4.1,100.0,A
741444,16.0,80.0,2.1,89.4,A
580383,16.0,97.0,4.9,96.3,A
627290,16.0,76.4,5.3,98.3,A
423771,16.0,91.4,7.1,100.0,A
379567,15.9,92.8,7.2,70.8,B
632683,16.0,95.4,6.0,90.1,A
115582,16.0,85.7,5.1,100.0,A
293612,5.4,82.6,7.0,55.3,C
238004,6.0,86.9,5.5,62.9,C
967911,13.4,89.7,7.8,88.8,A
535514,5.4,70.5,8.0,65.4,C
489080,13.2,79.9,7.0,99.5,A
207101,6.0,73.6,8.6,77.2,B
420588,2.0,72.6,4.4,57.4,C
375610,8.9,85.5,10.0,76.7,B
886933,16.0,100.0,7.8,79.5,B
247371,4.6,74.1,4.8,72.3,B
771772,16.0,84.8,5.9,100.0,A
665565,16.0,92.6,5.2,100.0,A
546816,16.0,78.9,8.6,87.6,A
638482,10.7,91.8,5.6,78.7,B
822972,14.6,86.3,9.5,100.0,A
23970,13.2,92.9,5.2,66.0,C
401907,16.0,66.9,3.4,92.9,A
840891,15.7,86.6,10.0,92.4,A
696117,16.0,76.4,7.2,94.4,A
179644,16.0,99.3,2.2,81.4,B
656348,14.6,81.1,5.5,88.5,A
768190,15.5,83.6,7.0,85.2,A
673691,13.1,77.6,8.1,80.1,B
74182,16.0,94.6,4.2,100.0,A
66546,6.8,84.2,5.8,63.5,C
220122,9.0,80.1,6.3,70.9,B
883020,16.0,100.0,7.4,100.0,A
290109,10.5,92.4,4.4,100.0,A
766759,14.9,90.3,7.0,90.1,A
160937,4.6,84.6,3.6,55.9,C
678943,16.0,80.1,3.3,100.0,A
714371,11.4,78.7,8.6,84.1,B
702501,16.0,96.0,6.9,100.0,A
633447,9.1,82.4,7.6,68.6,C
869292,13.2,97.7,5.4,74.4,B
826747,12.1,83.3,9.0,78.4,B
79692,14.9,82.3,7.6,68.3,C
14270,9.1,76.2,6.9,77.8,B
640786,16.0,90.9,2.6,100.0,A
517559,16.0,80.8,5.9,85.5,A
619038,0.0,87.9,6.6,47.0,D
409569,0.8,90.0,2.4,66.8,C
929323,10.6,67.1,6.3,69.2,C
188084,5.4,87.7,9.2,68.1,C
610635,16.0,93.1,2.7,74.3,B
626104,11.7,79.8,7.0,74.5,B
299258,11.1,88.3,9.7,81.9,B
59293,16.0,72.4,2.2,100.0,A
352872,16.0,86.2,8.1,100.0,A
875431,16.0,82.4,7.9,89.7,A
717710,6.8,80.4,4.1,69.9,C
275347,5.9,94.5,6.7,76.1,B
576524,16.0,72.4,6.1,99.8,A
582767,16.0,61.3,7.7,97.7,A
820128,15.8,85.5,4.4,99.1,A
864412,16.0,92.6,8.6,100.0,A
805148,16.0,100.0,6.3,96.2,A
509341,13.0,86.2,6.9,87.7,A
450698,12.6,87.5,5.9,100.0,A
294818,16.0,86.6,4.2,96.2,A
183729,11.2,96.2,9.0,73.9,B
444345,8.2,87.5,5.7,66.0,C
822346,13.5,92.9,7.4,79.7,B
3382,16.0,95.1,6.8,100.0,A
760919,13.0,80.2,3.7,74.6,B
782692,9.1,100.0,8.8,74.4,B
602002,2.7,73.6,8.2,52.4,D
916955,13.8,91.6,2.5,80.4,B
390742,6.7,100.0,4.6,66.2,C
930041,9.5,83.6,5.3,67.7,C
48783,13.2,85.0,6.0,80.1,B
939141,16.0,87.7,9.3,88.6,A
259290,16.0,95.1,4.6,99.4,A
798765,0.0,90.3,7.2,51.7,D
331374,7.1,84.6,6.7,58.4,C
389655,14.0,98.7,4.0,78.5,B
988861,13.1,86.5,2.9,100.0,A
932405,6.1,67.3,2.8,70.3,B
374503,12.9,87.6,9.9,82.7,B
841976,16.0,96.1,2.3,100.0,A
996998,16.0,88.6,7.4,96.2,A
43313,13.5,68.6,9.0,75.0,B
574983,12.7,100.0,7.3,90.1,A
273002,10.7,89.2,7.5,87.1,A
613139,16.0,93.2,7.7,100.0,A
171517,7.1,74.2,4.6,56.6,C
939288,16.0,90.2,7.1,99.9,A
306871,16.0,97.1,6.8,92.3,A
801883,16.0,87.0,5.1,91.5,A
724115,16.0,80.3,4.0,100.0,A
175894,16.0,69.5,2.1,100.0,A
271556,16.0,85.5,10.0,88.4,A
686552,16.0,96.6,5.8,98.8,A
432744,16.0,89.6,5.4,100.0,A
102183,16.0,70.3,3.0,100.0,A
785625,16.0,90.0,6.4,100.0,A
456701,16.0,74.7,2.3,100.0,A
459059,16.0,89.5,8.1,74.9,B
832902,15.1,82.1,3.4,74.0,B
107530,11.6,76.7,4.0,73.2,B
883266,16.0,88.1,7.4,100.0,A
364822,1.4,82.9,2.8,42.2,D
776409,16.0,74.6,5.4,100.0,A
543373,10.2,87.0,1.2,75.0,B
315893,16.0,82.0,2.1,100.0,A
275494,16.0,89.4,7.3,77.9,B
609902,4.1,87.6,6.2,65.9,C
954058,16.0,100.0,5.8,100.0,A
761466,3.3,68.6,9.9,53.1,D
445586,16.0,71.5,10.0,90.2,A
134703,16.0,89.0,8.8,98.5,A
168527,9.7,70.2,5.5,79.7,B
818397,11.2,96.2,5.7,96.5,A
563629,9.4,67.9,4.6,84.3,B
89574,14.5,83.5,4.3,98.2,A
746642,5.7,77.4,4.4,79.1,B
983504,16.0,87.3,3.6,100.0,A
210051,16.0,82.3,8.4,75.8,B
77672,16.0,74.4,4.8,100.0,A
533226,15.8,89.1,7.0,82.3,B
733544,16.0,93.6,6.0,90.1,A
895235,0.0,88.9,5.2,45.5,D
47164,16.0,85.9,6.6,100.0,A
818489,16.0,96.1,6.2,85.4,A
848071,16.0,100.0,2.9,100.0,A
728496,16.0,81.0,8.2,100.0,A
333165,14.9,87.8,5.8,93.9,A
713419,7.1,89.3,4.4,60.1,C
325202,8.2,79.2,6.6,60.3,C
658882,16.0,94.0,4.8,100.0,A
53758,16.0,87.8,4.9,100.0,A
68869,14.8,84.3,6.7,100.0,A
23713,9.1,87.9,2.1,80.5,B
367600,15.3,82.6,3.6,70.6,B
413487,6.2,95.3,8.4,76.2,B
893771,16.0,79.6,5.1,93.8,A
545544,16.0,99.4,5.3,100.0,A
781699,12.6,60.1,6.9,79.6,B
118524,16.0,85.4,3.9,100.0,A
470339,3.5,88.9,4.5,71.4,B
14131,16.0,100.0,3.1,100.0,A
62122,16.0,90.1,4.1,99.5,A
242612,16.0,88.2,6.9,100.0,A
906523,13.1,73.0,8.3,92.9,A
653888,11.6,83.4,5.4,80.8,B
245251,15.8,77.1,7.2,98.4,A
647041,16.0,98.6,6.6,100.0,A
517687,16.0,95.3,3.6,100.0,A
712570,16.0,84.1,7.1,97.1,A
793868,16.0,100.0,9.4,94.3,A
528246,16.0,90.1,8.5,92.8,A
146196,16.0,93.2,3.6,90.7,A
55717,13.7,85.0,8.9,92.9,A
352908,16.0,94.1,4.6,100.0,A
222602,6.7,77.8,10.0,62.5,C
80900,13.3,100.0,6.3,91.1,A
388902,16.0,85.5,5.5,100.0,A
321524,13.7,96.3,7.1,95.6,A
706016,16.0,88.3,5.8,100.0,A
675080,16.0,87.0,2.4,90.3,A
790412,14.0,94.7,7.1,67.5,C
971531,16.0,77.9,7.4,100.0,A
522018,16.0,70.1,7.2,100.0,A
45876,8.5,81.6,3.1,60.7,C
364862,16.0,86.2,4.6,86.8,A
5897,4.0,79.9,2.1,51.8,D
838665,16.0,86.8,6.6,100.0,A
36087,11.3,81.4,6.4,72.2,B
14843,16.0,88.1,6.3,97.3,A
977889,16.0,72.4,5.4,97.2,A
927293,16.0,75.5,5.3,89.9,A
667513,10.5,100.0,7.0,95.6,A
628643,12.5,81.8,4.5,88.6,A
417787,10.6,93.9,6.9,69.0,C
97389,16.0,81.4,3.5,99.5,A
960744,7.7,86.2,5.4,71.1,B
167822,16.0,87.3,8.0,100.0,A
258464,14.6,85.8,6.9,74.4,B
525103,11.4,93.5,8.4,80.4,B
907084,13.8,86.8,6.2,62.4,C
898499,16.0,78.1,7.9,100.0,A
754012,15.8,98.5,5.8,89.3,A
766610,16.0,100.0,5.0,100.0,A
592356,16.0,76.3,6.8,98.2,A
523439,10.5,83.7,7.3,67.7,C
788370,16.0,86.5,1.9,90.3,A
220945,15.9,90.3,4.9,98.0,A
524694,14.3,88.4,3.9,95.1,A
732301,16.0,88.1,8.5,88.4,A
175704,11.5,93.0,4.3,77.5,B
965420,16.0,73.3,6.0,86.2,A
885805,7.8,80.6,7.4,72.5,B
717436,15.0,86.5,5.1,87.9,A
427017,15.1,90.8,3.3,84.5,B
860946,7.0,87.6,4.4,63.9,C
937701,16.0,91.0,5.5,71.0,B
142889,16.0,89.1,5.7,100.0,A
412808,5.6,84.3,8.1,73.2,B
6710,13.0,72.5,6.6,65.8,C
133807,16.0,85.5,7.7,100.0,A
311246,10.0,89.8,3.5,60.0,C
421262,7.1,58.2,6.7,50.1,D
965142,16.0,98.1,8.2,86.9,A
230481,14.5,68.0,7.4,89.7,A
43193,16.0,98.6,7.2,100.0,A
959351,7.0,92.0,5.1,61.6,C
747714,16.0,80.2,4.4,100.0,A
796944,6.9,73.4,6.3,64.5,C
803569,16.0,100.0,7.3,100.0,A
843784,16.0,87.3,6.5,100.0,A
929681,16.0,90.6,6.5,100.0,A
613450,5.8,82.0,6.5,63.3,C
119561,16.0,99.1,4.1,100.0,A
656908,16.0,74.5,3.7,100.0,A
914428,16.0,78.0,10.0,84.0,B
71371,16.0,90.6,6.5,100.0,A
248621,16.0,79.1,4.2,73.0,B
964441,16.0,82.7,7.1,100.0,A
548425,4.3,92.8,3.0,89.3,A
873543,3.4,98.6,5.3,48.6,D
130496,8.5,76.9,6.0,62.7,C
309846,16.0,78.0,8.8,92.1,A
895017,7.3,94.8,6.9,47.8,D
902297,16.0,94.8,5.5,100.0,A
485057,10.2,67.3,6.4,84.6,B
628464,16.0,86.8,6.1,87.1,A
902464,8.8,97.7,3.9,58.5,C
405081,12.0,93.7,5.5,87.6,A
83372,16.0,100.0,6.3,88.4,A
411712,13.0,78.8,4.3,76.6,B
231628,16.0,87.7,3.9,100.0,A
600549,16.0,81.0,5.0,92.7,A
722350,16.0,93.2,10.0,70.6,B
963840,16.0,83.6,8.8,100.0,A
469557,16.0,89.4,7.6,100.0,A
865902,16.0,89.5,7.7,100.0,A
114472,16.0,94.6,8.7,100.0,A
511527,16.0,93.2,7.3,100.0,A
93643,16.0,87.4,8.6,100.0,A
652505,10.0,88.1,6.5,74.3,B
442305,12.8,77.4,9.8,86.3,A
935998,16.0,65.2,6.7,100.0,A
412242,16.0,78.5,5.9,97.0,A
207207,0.0,65.1,5.6,63.1,C
497315,16.0,77.4,5.6,100.0,A
580940,16.0,76.3,6.1,96.6,A
375176,16.0,91.1,7.8,100.0,A
28228,12.8,69.6,3.6,96.7,A
556392,8.0,80.5,6.6,65.1,C
603650,16.0,88.3,7.7,100.0,A
404127,16.0,80.8,6.7,98.7,A
40669,9.3,75.1,3.6,70.7,B
299079,16.0,89.5,5.9,100.0,A
943123,10.3,77.6,7.7,74.1,B
346309,1.9,86.1,7.5,61.9,C
631542,14.3,87.7,5.2,93.6,A
298094,12.4,77.9,6.3,61.9,C
545942,7.1,91.7,2.6,67.0,C
510481,16.0,75.6,7.1,89.9,A
910080,11.8,89.2,2.8,72.1,B
583370,3.0,99.1,3.9,60.6,C
635240,15.1,88.4,7.9,80.4,B
421624,9.0,71.4,8.6,79.6,B
906463,8.6,100.0,4.9,71.3,B
232387,16.0,79.7,8.8,100.0,A
184528,12.9,83.8,7.2,91.1,A
564962,15.3,81.9,6.4,95.7,A
428200,16.0,81.1,8.3,100.0,A
150448,10.7,77.1,4.7,73.4,B
395744,9.2,75.7,10.0,74.2,B
630600,15.6,62.6,6.3,100.0,A
604131,10.7,79.0,5.5,87.9,A
472286,16.0,81.2,6.3,100.0,A
732691,13.9,74.5,3.6,88.8,A
731740,16.0,100.0,6.1,91.8,A
471431,10.3,79.9,5.1,84.9,B
164650,14.4,85.5,6.2,90.8,A
762569,16.0,96.7,6.7,100.0,A
118950,13.7,94.0,7.2,87.5,A
740656,7.0,64.6,8.0,55.6,C
484905,8.9,81.3,3.3,87.0,A
981464,16.0,77.5,3.6,100.0,A
644909,16.0,62.6,6.7,98.8,A
177310,10.8,85.0,3.8,75.6,B
385984,16.0,76.2,8.3,100.0,A
215632,16.0,88.3,9.3,100.0,A
817195,14.4,79.4,2.5,66.0,C
469323,16.0,50.7,3.3,75.6,B
366306,16.0,98.1,5.5,100.0,A
22833,6.3,67.9,3.9,76.1,B
373626,16.0,81.3,5.9,90.9,A
707788,5.6,92.3,7.0,66.2,C
308880,16.0,100.0,4.8,100.0,A
959042,6.5,79.9,2.8,55.5,C
526547,14.0,96.0,9.0,89.3,A
65284,13.6,90.8,9.5,87.2,A
792091,9.2,63.9,3.3,72.7,B
735829,14.6,79.1,1.7,89.4,A
492986,3.1,85.0,3.7,53.6,D
98804,16.0,95.1,3.8,100.0,A
793067,8.3,94.9,6.8,95.2,A
964989,7.4,96.6,5.5,47.2,D
964611,16.0,86.6,6.8,100.0,A
63863,16.0,87.5,7.9,79.3,B
474837,16.0,74.8,5.7,100.0,A
59158,16.0,100.0,5.7,100.0,A
938396,16.0,80.8,6.9,100.0,A
90433,13.0,85.7,8.1,71.3,B
124380,16.0,77.6,5.7,100.0,A
330269,6.8,88.1,8.5,81.9,B
19094,0.0,92.4,7.6,53.6,D
165680,16.0,83.8,4.7,94.8,A
785229,8.7,62.5,3.2,73.7,B
316768,16.0,85.4,8.5,100.0,A
437095,8.4,83.3,7.7,63.3,C
558695,16.0,83.3,8.3,100.0,A
920127,16.0,92.8,3.5,94.4,A
196540,16.0,81.3,1.7,100.0,A
38361,16.0,69.0,2.3,100.0,A
839417,16.0,91.8,1.8,100.0,A
426386,12.1,72.0,6.7,77.9,B
468278,4.1,86.3,4.2,81.4,B
197835,11.9,77.7,5.4,57.1,C
538597,16.0,78.3,7.7,98.2,A
930590,16.0,93.6,7.8,93.9,A
258161,11.6,75.4,6.8,83.8,B
644933,16.0,88.7,2.4,100.0,A
365549,16.0,71.6,6.4,100.0,A
956398,12.8,98.4,5.5,99.7,A
785973,9.3,78.9,7.8,72.4,B
341407,16.0,81.6,2.8,95.8,A
375715,16.0,79.6,5.4,99.5,A
294014,11.8,91.5,7.4,100.0,A
521004,15.2,85.6,3.2,58.0,C
424826,8.2,66.2,4.8,66.5,C
757273,16.0,78.9,1.3,97.0,A
483691,16.0,89.4,4.1,100.0,A
686535,16.0,100.0,10.0,97.0,A
132271,7.4,87.7,7.7,57.5,C
940389,16.0,88.6,7.2,100.0,A
321802,16.0,79.6,6.2,99.8,A
347204,16.0,85.7,6.5,100.0,A
172570,13.6,63.7,6.6,93.5,A
244733,8.2,91.6,6.3,61.9,C
358698,16.0,82.7,5.8,100.0,A
26668,16.0,100.0,5.2,93.3,A
767861,14.2,81.1,9.6,80.9,B
964373,14.1,74.0,5.1,85.5,A
727559,3.9,82.3,4.6,52.5,D
557343,10.8,82.1,10.0,73.4,B
48081,9.2,94.5,5.2,54.8,D
739516,16.0,78.5,5.6,94.0,A
773390,8.5,81.0,5.6,85.0,A
398834,16.0,88.2,3.9,100.0,A
488857,10.5,72.7,5.6,90.1,A
700755,16.0,89.6,6.8,100.0,A
585732,16.0,77.9,3.6,94.9,A
645320,7.5,64.6,4.8,76.3,B
104214,10.2,86.8,7.9,61.5,C
453536,16.0,92.3,5.1,90.8,A
267483,3.7,89.9,8.2,63.7,C
581478,16.0,90.7,5.5,87.8,A
501034,16.0,78.4,5.5,100.0,A
256259,16.0,79.4,7.1,100.0,A
944297,8.3,88.6,10.0,57.0,C
890789,12.6,82.9,3.6,72.1,B
45541,16.0,82.0,8.4,94.2,A
995507,16.0,87.3,5.8,78.4,B
594439,16.0,83.6,4.4,100.0,A
176443,16.0,93.4,6.4,100.0,A
603946,16.0,80.2,5.0,100.0,A
124951,16.0,67.2,5.7,91.1,A
934515,12.0,100.0,8.0,92.9,A
329135,16.0,89.4,10.0,98.2,A
